"date","state","mask"
2022-11-04,"KS",0.0368
2022-11-05,"KS",0.0368
2022-11-06,"KS",0.0368
2022-11-07,"KS",0.0368
2022-11-08,"KS",0.0368
2022-11-09,"KS",0.0368
2022-11-10,"KS",0.0368
2022-11-11,"KS",0.0368
2022-11-12,"KS",0.0368
2022-11-13,"KS",0.0368
2022-11-14,"KS",0.0368
2022-11-15,"KS",0.0368
2022-11-16,"KS",0.0368
2022-11-17,"KS",0.0368
2022-11-18,"KS",0.0368
2022-11-19,"KS",0.0368
2022-11-20,"KS",0.0368
2022-11-21,"KS",0.0368
2022-11-22,"KS",0.0368
2022-11-23,"KS",0.0368
2022-11-24,"KS",0.0368
2022-11-25,"KS",0.0368
2022-11-26,"KS",0.0368
2022-11-27,"KS",0.0368
2022-11-28,"KS",0.0368
2022-11-29,"KS",0.0368
2022-11-30,"KS",0.0368
2022-12-01,"KS",0.0368
2022-12-02,"KS",0.0368
2022-12-03,"KS",0.0368
2022-12-04,"KS",0.0368
2022-12-05,"KS",0.0368
2022-12-06,"KS",0.0368
2022-12-07,"KS",0.0368
2022-12-08,"KS",0.0368
2022-12-09,"KS",0.0368
2022-12-10,"KS",0.0368
2022-12-11,"KS",0.0368
2022-12-12,"KS",0.0368
2022-12-13,"KS",0.0368
2022-12-14,"KS",0.0368
2022-12-15,"KS",0.0368
2022-12-16,"KS",0.0368
2022-12-17,"KS",0.0368
2022-12-18,"KS",0.0368
2022-12-19,"KS",0.0368
2022-12-20,"KS",0.0368
2022-12-21,"KS",0.0368
2022-12-22,"KS",0.0368
2022-12-23,"KS",0.0368
2022-12-24,"KS",0.0368
2022-12-25,"KS",0.0368
2022-12-26,"KS",0.0368
2022-12-27,"KS",0.0368
2022-12-28,"KS",0.0368
2022-12-29,"KS",0.0368
2022-12-30,"KS",0.0368
2022-12-31,"KS",0.0368
2022-01-01,"KY",0.3143
2022-01-02,"KY",0.3175
2022-01-03,"KY",0.3213
2022-01-04,"KY",0.3252
2022-01-05,"KY",0.329
2022-01-06,"KY",0.3332
2022-01-07,"KY",0.3372
2022-01-08,"KY",0.3407
2022-01-09,"KY",0.3432
2022-01-10,"KY",0.3458
2022-01-11,"KY",0.3492
2022-01-12,"KY",0.3523
2022-01-13,"KY",0.3556
2022-01-14,"KY",0.3579
2022-01-15,"KY",0.3609
2022-01-16,"KY",0.364
2022-01-17,"KY",0.3666
2022-01-18,"KY",0.3688
2022-01-19,"KY",0.371
2022-01-20,"KY",0.3737
2022-01-21,"KY",0.3754
2022-01-22,"KY",0.3767
2022-01-23,"KY",0.3788
2022-01-24,"KY",0.381
2022-01-25,"KY",0.3823
2022-01-26,"KY",0.3824
2022-01-27,"KY",0.3822
2022-01-28,"KY",0.382
2022-01-29,"KY",0.3817
2022-01-30,"KY",0.3811
2022-01-31,"KY",0.3798
2022-02-01,"KY",0.3792
2022-02-02,"KY",0.3775
2022-02-03,"KY",0.3747
2022-02-04,"KY",0.3712
2022-02-05,"KY",0.3686
2022-02-06,"KY",0.3664
2022-02-07,"KY",0.3632
2022-02-08,"KY",0.3601
2022-02-09,"KY",0.3567
2022-02-10,"KY",0.3529
2022-02-11,"KY",0.3486
2022-02-12,"KY",0.3432
2022-02-13,"KY",0.3375
2022-02-14,"KY",0.3313
2022-02-15,"KY",0.3246
2022-02-16,"KY",0.318
2022-02-17,"KY",0.3115
2022-02-18,"KY",0.3056
2022-02-19,"KY",0.2989
2022-02-20,"KY",0.2923
2022-02-21,"KY",0.2864
2022-02-22,"KY",0.2811
2022-02-23,"KY",0.276
2022-02-24,"KY",0.2714
2022-02-25,"KY",0.2673
2022-02-26,"KY",0.2627
2022-02-27,"KY",0.2578
2022-02-28,"KY",0.2524
2022-03-01,"KY",0.2469
2022-03-02,"KY",0.2421
2022-03-03,"KY",0.2376
2022-03-04,"KY",0.2333
2022-03-05,"KY",0.2282
2022-03-06,"KY",0.2236
2022-03-07,"KY",0.2198
2022-03-08,"KY",0.2161
2022-03-09,"KY",0.2138
2022-03-10,"KY",0.2118
2022-03-11,"KY",0.2104
2022-03-12,"KY",0.2089
2022-03-13,"KY",0.2073
2022-03-14,"KY",0.2058
2022-03-15,"KY",0.2037
2022-03-16,"KY",0.2028
2022-03-17,"KY",0.2016
2022-03-18,"KY",0.2004
2022-03-19,"KY",0.1993
2022-03-20,"KY",0.1971
2022-03-21,"KY",0.1943
2022-03-22,"KY",0.1916
2022-03-23,"KY",0.1894
2022-03-24,"KY",0.1871
2022-03-25,"KY",0.1847
2022-03-26,"KY",0.1825
2022-03-27,"KY",0.1796
2022-03-28,"KY",0.1773
2022-03-29,"KY",0.1747
2022-03-30,"KY",0.1719
2022-03-31,"KY",0.1698
2022-04-01,"KY",0.1691
2022-04-02,"KY",0.1682
2022-04-03,"KY",0.1665
2022-04-04,"KY",0.1649
2022-04-05,"KY",0.1629
2022-04-06,"KY",0.1616
2022-04-07,"KY",0.1604
2022-04-08,"KY",0.1586
2022-04-09,"KY",0.1567
2022-04-10,"KY",0.1545
2022-04-11,"KY",0.1527
2022-04-12,"KY",0.1491
2022-04-13,"KY",0.1464
2022-04-14,"KY",0.1443
2022-04-15,"KY",0.1426
2022-04-16,"KY",0.1415
2022-04-17,"KY",0.1399
2022-04-18,"KY",0.1386
2022-04-19,"KY",0.1373
2022-04-20,"KY",0.1363
2022-04-21,"KY",0.136
2022-04-22,"KY",0.1346
2022-04-23,"KY",0.1346
2022-04-24,"KY",0.1336
2022-04-25,"KY",0.1323
2022-04-26,"KY",0.1304
2022-04-27,"KY",0.1287
2022-04-28,"KY",0.1275
2022-04-29,"KY",0.1262
2022-04-30,"KY",0.1248
2022-05-01,"KY",0.1227
2022-05-02,"KY",0.1207
2022-05-03,"KY",0.1195
2022-05-04,"KY",0.1182
2022-05-05,"KY",0.1178
2022-05-06,"KY",0.1177
2022-05-07,"KY",0.1181
2022-05-08,"KY",0.1178
2022-05-09,"KY",0.1174
2022-05-10,"KY",0.117
2022-05-11,"KY",0.1168
2022-05-12,"KY",0.1178
2022-05-13,"KY",0.1186
2022-05-14,"KY",0.1191
2022-05-15,"KY",0.1191
2022-05-16,"KY",0.1183
2022-05-17,"KY",0.1176
2022-05-18,"KY",0.1167
2022-05-19,"KY",0.1162
2022-05-20,"KY",0.116
2022-05-21,"KY",0.1157
2022-05-22,"KY",0.1151
2022-05-23,"KY",0.1142
2022-05-24,"KY",0.1134
2022-05-25,"KY",0.1131
2022-05-26,"KY",0.1128
2022-05-27,"KY",0.1127
2022-05-28,"KY",0.1125
2022-05-29,"KY",0.1125
2022-05-30,"KY",0.1124
2022-05-31,"KY",0.1117
2022-06-01,"KY",0.1116
2022-06-02,"KY",0.1118
2022-06-03,"KY",0.1119
2022-06-04,"KY",0.112
2022-06-05,"KY",0.111
2022-06-06,"KY",0.1105
2022-06-07,"KY",0.1104
2022-06-08,"KY",0.1103
2022-06-09,"KY",0.1101
2022-06-10,"KY",0.1106
2022-06-11,"KY",0.1115
2022-06-12,"KY",0.1114
2022-06-13,"KY",0.1114
2022-06-14,"KY",0.111
2022-06-15,"KY",0.1106
2022-06-16,"KY",0.1111
2022-06-17,"KY",0.1112
2022-06-18,"KY",0.1109
2022-06-19,"KY",0.1104
2022-06-20,"KY",0.1103
2022-06-21,"KY",0.1097
2022-06-22,"KY",0.1088
2022-06-23,"KY",0.1085
2022-06-24,"KY",0.1079
2022-06-25,"KY",0.1067
2022-06-26,"KY",0.1055
2022-06-27,"KY",0.1043
2022-06-28,"KY",0.1031
2022-06-29,"KY",0.1019
2022-06-30,"KY",0.1007
2022-07-01,"KY",0.0995
2022-07-02,"KY",0.0983
2022-07-03,"KY",0.0971
2022-07-04,"KY",0.0959
2022-07-05,"KY",0.0947
2022-07-06,"KY",0.0935
2022-07-07,"KY",0.0923
2022-07-08,"KY",0.0911
2022-07-09,"KY",0.0899
2022-07-10,"KY",0.0887
2022-07-11,"KY",0.0875
2022-07-12,"KY",0.0863
2022-07-13,"KY",0.0851
2022-07-14,"KY",0.0839
2022-07-15,"KY",0.0827
2022-07-16,"KY",0.0815
2022-07-17,"KY",0.0803
2022-07-18,"KY",0.0791
2022-07-19,"KY",0.0779
2022-07-20,"KY",0.0767
2022-07-21,"KY",0.0755
2022-07-22,"KY",0.0743
2022-07-23,"KY",0.0731
2022-07-24,"KY",0.0719
2022-07-25,"KY",0.0707
2022-07-26,"KY",0.0695
2022-07-27,"KY",0.0683
2022-07-28,"KY",0.0671
2022-07-29,"KY",0.0659
2022-07-30,"KY",0.0647
2022-07-31,"KY",0.0635
2022-08-01,"KY",0.0623
2022-08-02,"KY",0.0611
2022-08-03,"KY",0.0599
2022-08-04,"KY",0.0587
2022-08-05,"KY",0.0575
2022-08-06,"KY",0.0563
2022-08-07,"KY",0.0551
2022-08-08,"KY",0.0539
2022-08-09,"KY",0.0539
2022-08-10,"KY",0.0539
2022-08-11,"KY",0.0539
2022-08-12,"KY",0.0539
2022-08-13,"KY",0.0539
2022-08-14,"KY",0.0539
2022-08-15,"KY",0.0539
2022-08-16,"KY",0.0539
2022-08-17,"KY",0.0539
2022-08-18,"KY",0.0539
2022-08-19,"KY",0.0539
2022-08-20,"KY",0.0539
2022-08-21,"KY",0.0539
2022-08-22,"KY",0.0539
2022-08-23,"KY",0.0539
2022-08-24,"KY",0.0539
2022-08-25,"KY",0.0539
2022-08-26,"KY",0.0539
2022-08-27,"KY",0.0539
2022-08-28,"KY",0.0539
2022-08-29,"KY",0.0539
2022-08-30,"KY",0.0539
2022-08-31,"KY",0.0539
2022-09-01,"KY",0.0539
2022-09-02,"KY",0.0539
2022-09-03,"KY",0.0539
2022-09-04,"KY",0.0539
2022-09-05,"KY",0.0539
2022-09-06,"KY",0.0539
2022-09-07,"KY",0.0539
2022-09-08,"KY",0.0539
2022-09-09,"KY",0.0539
2022-09-10,"KY",0.0539
2022-09-11,"KY",0.0539
2022-09-12,"KY",0.0539
2022-09-13,"KY",0.0539
2022-09-14,"KY",0.0539
2022-09-15,"KY",0.0539
2022-09-16,"KY",0.0539
2022-09-17,"KY",0.0539
2022-09-18,"KY",0.0539
2022-09-19,"KY",0.0539
2022-09-20,"KY",0.0539
2022-09-21,"KY",0.0539
2022-09-22,"KY",0.0539
2022-09-23,"KY",0.0539
2022-09-24,"KY",0.0539
2022-09-25,"KY",0.0539
2022-09-26,"KY",0.0539
2022-09-27,"KY",0.0539
2022-09-28,"KY",0.0539
2022-09-29,"KY",0.0539
2022-09-30,"KY",0.0539
2022-10-01,"KY",0.0539
2022-10-02,"KY",0.0539
2022-10-03,"KY",0.0539
2022-10-04,"KY",0.0539
2022-10-05,"KY",0.0539
2022-10-06,"KY",0.0539
2022-10-07,"KY",0.0539
2022-10-08,"KY",0.0539
2022-10-09,"KY",0.0539
2022-10-10,"KY",0.0539
2022-10-11,"KY",0.0539
2022-10-12,"KY",0.0539
2022-10-13,"KY",0.0539
2022-10-14,"KY",0.0539
2022-10-15,"KY",0.0539
2022-10-16,"KY",0.0539
2022-10-17,"KY",0.0539
2022-10-18,"KY",0.0539
2022-10-19,"KY",0.0539
2022-10-20,"KY",0.0539
2022-10-21,"KY",0.0539
2022-10-22,"KY",0.0539
2022-10-23,"KY",0.0539
2022-10-24,"KY",0.0539
2022-10-25,"KY",0.0539
2022-10-26,"KY",0.0539
2022-10-27,"KY",0.0539
2022-10-28,"KY",0.0539
2022-10-29,"KY",0.0539
2022-10-30,"KY",0.0539
2022-10-31,"KY",0.0539
2022-11-01,"KY",0.0539
2022-11-02,"KY",0.0539
2022-11-03,"KY",0.0539
2022-11-04,"KY",0.0539
2022-11-05,"KY",0.0539
2022-11-06,"KY",0.0539
2022-11-07,"KY",0.0539
2022-11-08,"KY",0.0539
2022-11-09,"KY",0.0539
2022-11-10,"KY",0.0539
2022-11-11,"KY",0.0539
2022-11-12,"KY",0.0539
2022-11-13,"KY",0.0539
2022-11-14,"KY",0.0539
2022-11-15,"KY",0.0539
2022-11-16,"KY",0.0539
2022-11-17,"KY",0.0539
2022-11-18,"KY",0.0539
2022-11-19,"KY",0.0539
2022-11-20,"KY",0.0539
2022-11-21,"KY",0.0539
2022-11-22,"KY",0.0539
2022-11-23,"KY",0.0539
2022-11-24,"KY",0.0539
2022-11-25,"KY",0.0539
2022-11-26,"KY",0.0539
2022-11-27,"KY",0.0539
2022-11-28,"KY",0.0539
2022-11-29,"KY",0.0539
2022-11-30,"KY",0.0539
2022-12-01,"KY",0.0539
2022-12-02,"KY",0.0539
2022-12-03,"KY",0.0539
2022-12-04,"KY",0.0539
2022-12-05,"KY",0.0539
2022-12-06,"KY",0.0539
2022-12-07,"KY",0.0539
2022-12-08,"KY",0.0539
2022-12-09,"KY",0.0539
2022-12-10,"KY",0.0539
2022-12-11,"KY",0.0539
2022-12-12,"KY",0.0539
2022-12-13,"KY",0.0539
2022-12-14,"KY",0.0539
2022-12-15,"KY",0.0539
2022-12-16,"KY",0.0539
2022-12-17,"KY",0.0539
2022-12-18,"KY",0.0539
2022-12-19,"KY",0.0539
2022-12-20,"KY",0.0539
2022-12-21,"KY",0.0539
2022-12-22,"KY",0.0539
2022-12-23,"KY",0.0539
2022-12-24,"KY",0.0539
2022-12-25,"KY",0.0539
2022-12-26,"KY",0.0539
2022-12-27,"KY",0.0539
2022-12-28,"KY",0.0539
2022-12-29,"KY",0.0539
2022-12-30,"KY",0.0539
2022-12-31,"KY",0.0539
2022-01-01,"LA",0.3542
2022-01-02,"LA",0.3604
2022-01-03,"LA",0.3667
2022-01-04,"LA",0.3726
2022-01-05,"LA",0.3789
2022-01-06,"LA",0.3856
2022-01-07,"LA",0.3903
2022-01-08,"LA",0.3943
2022-01-09,"LA",0.3972
2022-01-10,"LA",0.3989
2022-01-11,"LA",0.4013
2022-01-12,"LA",0.403
2022-01-13,"LA",0.4045
2022-01-14,"LA",0.4048
2022-01-15,"LA",0.4048
2022-01-16,"LA",0.4051
2022-01-17,"LA",0.4051
2022-01-18,"LA",0.4069
2022-01-19,"LA",0.4089
2022-01-20,"LA",0.411
2022-01-21,"LA",0.4129
2022-01-22,"LA",0.4133
2022-01-23,"LA",0.4125
2022-01-24,"LA",0.4103
2022-01-25,"LA",0.4081
2022-01-26,"LA",0.4055
2022-01-27,"LA",0.4013
2022-01-28,"LA",0.3971
2022-01-29,"LA",0.3916
2022-01-30,"LA",0.3855
2022-01-31,"LA",0.3798
2022-02-01,"LA",0.3748
2022-02-02,"LA",0.3709
2022-02-03,"LA",0.3684
2022-02-04,"LA",0.3671
2022-02-05,"LA",0.3663
2022-02-06,"LA",0.366
2022-02-07,"LA",0.3669
2022-02-08,"LA",0.3671
2022-02-09,"LA",0.3675
2022-02-10,"LA",0.369
2022-02-11,"LA",0.369
2022-02-12,"LA",0.368
2022-02-13,"LA",0.3658
2022-02-14,"LA",0.3626
2022-02-15,"LA",0.3593
2022-02-16,"LA",0.3555
2022-02-17,"LA",0.3509
2022-02-18,"LA",0.3455
2022-02-19,"LA",0.3405
2022-02-20,"LA",0.3343
2022-02-21,"LA",0.3262
2022-02-22,"LA",0.3194
2022-02-23,"LA",0.313
2022-02-24,"LA",0.3074
2022-02-25,"LA",0.3016
2022-02-26,"LA",0.2951
2022-02-27,"LA",0.2885
2022-02-28,"LA",0.2817
2022-03-01,"LA",0.2753
2022-03-02,"LA",0.2684
2022-03-03,"LA",0.2622
2022-03-04,"LA",0.2577
2022-03-05,"LA",0.2526
2022-03-06,"LA",0.2475
2022-03-07,"LA",0.2421
2022-03-08,"LA",0.2371
2022-03-09,"LA",0.2332
2022-03-10,"LA",0.2289
2022-03-11,"LA",0.2251
2022-03-12,"LA",0.2215
2022-03-13,"LA",0.2187
2022-03-14,"LA",0.2164
2022-03-15,"LA",0.2138
2022-03-16,"LA",0.2117
2022-03-17,"LA",0.2102
2022-03-18,"LA",0.2092
2022-03-19,"LA",0.2087
2022-03-20,"LA",0.208
2022-03-21,"LA",0.2081
2022-03-22,"LA",0.2085
2022-03-23,"LA",0.2087
2022-03-24,"LA",0.2094
2022-03-25,"LA",0.2098
2022-03-26,"LA",0.2101
2022-03-27,"LA",0.2094
2022-03-28,"LA",0.2085
2022-03-29,"LA",0.2072
2022-03-30,"LA",0.2054
2022-03-31,"LA",0.2036
2022-04-01,"LA",0.2015
2022-04-02,"LA",0.2002
2022-04-03,"LA",0.1994
2022-04-04,"LA",0.1976
2022-04-05,"LA",0.1963
2022-04-06,"LA",0.1946
2022-04-07,"LA",0.1944
2022-04-08,"LA",0.194
2022-04-09,"LA",0.194
2022-04-10,"LA",0.1931
2022-04-11,"LA",0.192
2022-04-12,"LA",0.191
2022-04-13,"LA",0.1884
2022-04-14,"LA",0.1853
2022-04-15,"LA",0.1823
2022-04-16,"LA",0.1791
2022-04-17,"LA",0.1767
2022-04-18,"LA",0.173
2022-04-19,"LA",0.1692
2022-04-20,"LA",0.1649
2022-04-21,"LA",0.1627
2022-04-22,"LA",0.1608
2022-04-23,"LA",0.1588
2022-04-24,"LA",0.1572
2022-04-25,"LA",0.1555
2022-04-26,"LA",0.1543
2022-04-27,"LA",0.1531
2022-04-28,"LA",0.1519
2022-04-29,"LA",0.1514
2022-04-30,"LA",0.1513
2022-05-01,"LA",0.1522
2022-05-02,"LA",0.1517
2022-05-03,"LA",0.1508
2022-05-04,"LA",0.1497
2022-05-05,"LA",0.1492
2022-05-06,"LA",0.1492
2022-05-07,"LA",0.149
2022-05-08,"LA",0.1491
2022-05-09,"LA",0.1491
2022-05-10,"LA",0.1492
2022-05-11,"LA",0.1493
2022-05-12,"LA",0.1485
2022-05-13,"LA",0.1478
2022-05-14,"LA",0.1475
2022-05-15,"LA",0.1478
2022-05-16,"LA",0.1482
2022-05-17,"LA",0.1489
2022-05-18,"LA",0.1493
2022-05-19,"LA",0.1497
2022-05-20,"LA",0.1499
2022-05-21,"LA",0.1504
2022-05-22,"LA",0.1503
2022-05-23,"LA",0.1503
2022-05-24,"LA",0.1515
2022-05-25,"LA",0.1523
2022-05-26,"LA",0.1532
2022-05-27,"LA",0.1538
2022-05-28,"LA",0.1536
2022-05-29,"LA",0.1538
2022-05-30,"LA",0.1534
2022-05-31,"LA",0.1529
2022-06-01,"LA",0.1519
2022-06-02,"LA",0.1516
2022-06-03,"LA",0.1516
2022-06-04,"LA",0.1506
2022-06-05,"LA",0.1499
2022-06-06,"LA",0.1485
2022-06-07,"LA",0.1465
2022-06-08,"LA",0.1451
2022-06-09,"LA",0.1439
2022-06-10,"LA",0.1433
2022-06-11,"LA",0.1424
2022-06-12,"LA",0.1415
2022-06-13,"LA",0.1403
2022-06-14,"LA",0.1389
2022-06-15,"LA",0.1376
2022-06-16,"LA",0.1362
2022-06-17,"LA",0.1348
2022-06-18,"LA",0.1342
2022-06-19,"LA",0.1332
2022-06-20,"LA",0.1326
2022-06-21,"LA",0.1315
2022-06-22,"LA",0.1309
2022-06-23,"LA",0.1303
2022-06-24,"LA",0.1297
2022-06-25,"LA",0.1282
2022-06-26,"LA",0.1268
2022-06-27,"LA",0.1253
2022-06-28,"LA",0.1239
2022-06-29,"LA",0.1225
2022-06-30,"LA",0.121
2022-07-01,"LA",0.1196
2022-07-02,"LA",0.1181
2022-07-03,"LA",0.1167
2022-07-04,"LA",0.1152
2022-07-05,"LA",0.1138
2022-07-06,"LA",0.1124
2022-07-07,"LA",0.1109
2022-07-08,"LA",0.1095
2022-07-09,"LA",0.108
2022-07-10,"LA",0.1066
2022-07-11,"LA",0.1052
2022-07-12,"LA",0.1037
2022-07-13,"LA",0.1023
2022-07-14,"LA",0.1008
2022-07-15,"LA",0.0994
2022-07-16,"LA",0.098
2022-07-17,"LA",0.0965
2022-07-18,"LA",0.0951
2022-07-19,"LA",0.0936
2022-07-20,"LA",0.0922
2022-07-21,"LA",0.0908
2022-07-22,"LA",0.0893
2022-07-23,"LA",0.0879
2022-07-24,"LA",0.0864
2022-07-25,"LA",0.085
2022-07-26,"LA",0.0836
2022-07-27,"LA",0.0821
2022-07-28,"LA",0.0807
2022-07-29,"LA",0.0792
2022-07-30,"LA",0.0778
2022-07-31,"LA",0.0764
2022-08-01,"LA",0.0749
2022-08-02,"LA",0.0735
2022-08-03,"LA",0.072
2022-08-04,"LA",0.0706
2022-08-05,"LA",0.0691
2022-08-06,"LA",0.0677
2022-08-07,"LA",0.0663
2022-08-08,"LA",0.0648
2022-08-09,"LA",0.0648
2022-08-10,"LA",0.0648
2022-08-11,"LA",0.0648
2022-08-12,"LA",0.0648
2022-08-13,"LA",0.0648
2022-08-14,"LA",0.0648
2022-08-15,"LA",0.0648
2022-08-16,"LA",0.0648
2022-08-17,"LA",0.0648
2022-08-18,"LA",0.0648
2022-08-19,"LA",0.0648
2022-08-20,"LA",0.0648
2022-08-21,"LA",0.0648
2022-08-22,"LA",0.0648
2022-08-23,"LA",0.0648
2022-08-24,"LA",0.0648
2022-08-25,"LA",0.0648
2022-08-26,"LA",0.0648
2022-08-27,"LA",0.0648
2022-08-28,"LA",0.0648
2022-08-29,"LA",0.0648
2022-08-30,"LA",0.0648
2022-08-31,"LA",0.0648
2022-09-01,"LA",0.0648
2022-09-02,"LA",0.0648
2022-09-03,"LA",0.0648
2022-09-04,"LA",0.0648
2022-09-05,"LA",0.0648
2022-09-06,"LA",0.0648
2022-09-07,"LA",0.0648
2022-09-08,"LA",0.0648
2022-09-09,"LA",0.0648
2022-09-10,"LA",0.0648
2022-09-11,"LA",0.0648
2022-09-12,"LA",0.0648
2022-09-13,"LA",0.0648
2022-09-14,"LA",0.0648
2022-09-15,"LA",0.0648
2022-09-16,"LA",0.0648
2022-09-17,"LA",0.0648
2022-09-18,"LA",0.0648
2022-09-19,"LA",0.0648
2022-09-20,"LA",0.0648
2022-09-21,"LA",0.0648
2022-09-22,"LA",0.0648
2022-09-23,"LA",0.0648
2022-09-24,"LA",0.0648
2022-09-25,"LA",0.0648
2022-09-26,"LA",0.0648
2022-09-27,"LA",0.0648
2022-09-28,"LA",0.0648
2022-09-29,"LA",0.0648
2022-09-30,"LA",0.0648
2022-10-01,"LA",0.0648
2022-10-02,"LA",0.0648
2022-10-03,"LA",0.0648
2022-10-04,"LA",0.0648
2022-10-05,"LA",0.0648
2022-10-06,"LA",0.0648
2022-10-07,"LA",0.0648
2022-10-08,"LA",0.0648
2022-10-09,"LA",0.0648
2022-10-10,"LA",0.0648
2022-10-11,"LA",0.0648
2022-10-12,"LA",0.0648
2022-10-13,"LA",0.0648
2022-10-14,"LA",0.0648
2022-10-15,"LA",0.0648
2022-10-16,"LA",0.0648
2022-10-17,"LA",0.0648
2022-10-18,"LA",0.0648
2022-10-19,"LA",0.0648
2022-10-20,"LA",0.0648
2022-10-21,"LA",0.0648
2022-10-22,"LA",0.0648
2022-10-23,"LA",0.0648
2022-10-24,"LA",0.0648
2022-10-25,"LA",0.0648
2022-10-26,"LA",0.0648
2022-10-27,"LA",0.0648
2022-10-28,"LA",0.0648
2022-10-29,"LA",0.0648
2022-10-30,"LA",0.0648
2022-10-31,"LA",0.0648
2022-11-01,"LA",0.0648
2022-11-02,"LA",0.0648
2022-11-03,"LA",0.0648
2022-11-04,"LA",0.0648
2022-11-05,"LA",0.0648
2022-11-06,"LA",0.0648
2022-11-07,"LA",0.0648
2022-11-08,"LA",0.0648
2022-11-09,"LA",0.0648
2022-11-10,"LA",0.0648
2022-11-11,"LA",0.0648
2022-11-12,"LA",0.0648
2022-11-13,"LA",0.0648
2022-11-14,"LA",0.0648
2022-11-15,"LA",0.0648
2022-11-16,"LA",0.0648
2022-11-17,"LA",0.0648
2022-11-18,"LA",0.0648
2022-11-19,"LA",0.0648
2022-11-20,"LA",0.0648
2022-11-21,"LA",0.0648
2022-11-22,"LA",0.0648
2022-11-23,"LA",0.0648
2022-11-24,"LA",0.0648
2022-11-25,"LA",0.0648
2022-11-26,"LA",0.0648
2022-11-27,"LA",0.0648
2022-11-28,"LA",0.0648
2022-11-29,"LA",0.0648
2022-11-30,"LA",0.0648
2022-12-01,"LA",0.0648
2022-12-02,"LA",0.0648
2022-12-03,"LA",0.0648
2022-12-04,"LA",0.0648
2022-12-05,"LA",0.0648
2022-12-06,"LA",0.0648
2022-12-07,"LA",0.0648
2022-12-08,"LA",0.0648
2022-12-09,"LA",0.0648
2022-12-10,"LA",0.0648
2022-12-11,"LA",0.0648
2022-12-12,"LA",0.0648
2022-12-13,"LA",0.0648
2022-12-14,"LA",0.0648
2022-12-15,"LA",0.0648
2022-12-16,"LA",0.0648
2022-12-17,"LA",0.0648
2022-12-18,"LA",0.0648
2022-12-19,"LA",0.0648
2022-12-20,"LA",0.0648
2022-12-21,"LA",0.0648
2022-12-22,"LA",0.0648
2022-12-23,"LA",0.0648
2022-12-24,"LA",0.0648
2022-12-25,"LA",0.0648
2022-12-26,"LA",0.0648
2022-12-27,"LA",0.0648
2022-12-28,"LA",0.0648
2022-12-29,"LA",0.0648
2022-12-30,"LA",0.0648
2022-12-31,"LA",0.0648
2022-01-01,"ME",0.3983
2022-01-02,"ME",0.4022
2022-01-03,"ME",0.4062
2022-01-04,"ME",0.4101
2022-01-05,"ME",0.4149
2022-01-06,"ME",0.4197
2022-01-07,"ME",0.4248
2022-01-08,"ME",0.4304
2022-01-09,"ME",0.4351
2022-01-10,"ME",0.4395
2022-01-11,"ME",0.4437
2022-01-12,"ME",0.4465
2022-01-13,"ME",0.4495
2022-01-14,"ME",0.4513
2022-01-15,"ME",0.4528
2022-01-16,"ME",0.4544
2022-01-17,"ME",0.4549
2022-01-18,"ME",0.4564
2022-01-19,"ME",0.4579
2022-01-20,"ME",0.4597
2022-01-21,"ME",0.461
2022-01-22,"ME",0.4625
2022-01-23,"ME",0.4645
2022-01-24,"ME",0.4662
2022-01-25,"ME",0.4693
2022-01-26,"ME",0.4728
2022-01-27,"ME",0.4755
2022-01-28,"ME",0.4773
2022-01-29,"ME",0.4774
2022-01-30,"ME",0.4775
2022-01-31,"ME",0.477
2022-02-01,"ME",0.4763
2022-02-02,"ME",0.4746
2022-02-03,"ME",0.4722
2022-02-04,"ME",0.4686
2022-02-05,"ME",0.4644
2022-02-06,"ME",0.4587
2022-02-07,"ME",0.4533
2022-02-08,"ME",0.4486
2022-02-09,"ME",0.4453
2022-02-10,"ME",0.4407
2022-02-11,"ME",0.4353
2022-02-12,"ME",0.4303
2022-02-13,"ME",0.4257
2022-02-14,"ME",0.4224
2022-02-15,"ME",0.4193
2022-02-16,"ME",0.4157
2022-02-17,"ME",0.4116
2022-02-18,"ME",0.4067
2022-02-19,"ME",0.4009
2022-02-20,"ME",0.393
2022-02-21,"ME",0.3861
2022-02-22,"ME",0.3801
2022-02-23,"ME",0.3729
2022-02-24,"ME",0.3653
2022-02-25,"ME",0.3563
2022-02-26,"ME",0.3473
2022-02-27,"ME",0.3387
2022-02-28,"ME",0.3325
2022-03-01,"ME",0.3267
2022-03-02,"ME",0.3212
2022-03-03,"ME",0.316
2022-03-04,"ME",0.3097
2022-03-05,"ME",0.3016
2022-03-06,"ME",0.2947
2022-03-07,"ME",0.2883
2022-03-08,"ME",0.2818
2022-03-09,"ME",0.2749
2022-03-10,"ME",0.2677
2022-03-11,"ME",0.259
2022-03-12,"ME",0.2498
2022-03-13,"ME",0.2415
2022-03-14,"ME",0.234
2022-03-15,"ME",0.2266
2022-03-16,"ME",0.221
2022-03-17,"ME",0.2153
2022-03-18,"ME",0.2101
2022-03-19,"ME",0.2056
2022-03-20,"ME",0.2013
2022-03-21,"ME",0.1984
2022-03-22,"ME",0.1959
2022-03-23,"ME",0.1944
2022-03-24,"ME",0.1929
2022-03-25,"ME",0.1922
2022-03-26,"ME",0.1921
2022-03-27,"ME",0.191
2022-03-28,"ME",0.191
2022-03-29,"ME",0.1904
2022-03-30,"ME",0.1896
