"","region_type","region","year","week","weighted_ili","unweighted_ili","age_0_4","age_25_49","age_25_64","age_5_24","age_50_64","age_65","ilitotal","num_of_providers","total_patients","week_start"
"4053","States","Oregon",2021,8,NA,0.550621,NA,NA,NA,NA,NA,NA,181,90,32872,2021-02-21
"4054","States","Pennsylvania",2021,8,NA,0.588268,NA,NA,NA,NA,NA,NA,315,102,53547,2021-02-21
"4055","States","Rhode Island",2021,8,NA,0.366332,NA,NA,NA,NA,NA,NA,43,30,11738,2021-02-21
"4056","States","South Carolina",2021,8,NA,1.48253,NA,NA,NA,NA,NA,NA,168,23,11332,2021-02-21
"4057","States","South Dakota",2021,8,NA,0.452046,NA,NA,NA,NA,NA,NA,37,30,8185,2021-02-21
"4058","States","Tennessee",2021,8,NA,0.803264,NA,NA,NA,NA,NA,NA,252,108,31372,2021-02-21
"4059","States","Texas",2021,8,NA,1.01233,NA,NA,NA,NA,NA,NA,450,62,44452,2021-02-21
"4060","States","Utah",2021,8,NA,0.71892,NA,NA,NA,NA,NA,NA,123,50,17109,2021-02-21
"4061","States","Vermont",2021,8,NA,0.470173,NA,NA,NA,NA,NA,NA,16,12,3403,2021-02-21
"4062","States","Virginia",2021,8,NA,0.793797,NA,NA,NA,NA,NA,NA,688,164,86672,2021-02-21
"4063","States","Washington",2021,8,NA,0.539394,NA,NA,NA,NA,NA,NA,89,38,16500,2021-02-21
"4064","States","West Virginia",2021,8,NA,0.703613,NA,NA,NA,NA,NA,NA,89,42,12649,2021-02-21
"4065","States","Wisconsin",2021,8,NA,0.442822,NA,NA,NA,NA,NA,NA,74,36,16711,2021-02-21
"4066","States","Wyoming",2021,8,NA,0.470072,NA,NA,NA,NA,NA,NA,15,13,3191,2021-02-21
"4067","States","Commonwealth of the Northern Mariana Islands",2021,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-21
"4068","States","Puerto Rico",2021,8,NA,3.71498,NA,NA,NA,NA,NA,NA,61,7,1642,2021-02-21
"4069","States","Virgin Islands",2021,8,NA,0.654818,NA,NA,NA,NA,NA,NA,7,3,1069,2021-02-21
"4070","States","New York City",2021,8,NA,0.965468,NA,NA,NA,NA,NA,NA,697,31,72193,2021-02-21
"4071","States","Alabama",2021,9,NA,0.922419,NA,NA,NA,NA,NA,NA,341,94,36968,2021-02-28
"4072","States","Alaska",2021,9,NA,0.223714,NA,NA,NA,NA,NA,NA,1,2,447,2021-02-28
"4073","States","Arizona",2021,9,NA,0.672995,NA,NA,NA,NA,NA,NA,95,32,14116,2021-02-28
"4074","States","Arkansas",2021,9,NA,0.568468,NA,NA,NA,NA,NA,NA,79,55,13897,2021-02-28
"4075","States","California",2021,9,NA,0.821432,NA,NA,NA,NA,NA,NA,505,117,61478,2021-02-28
"4076","States","Colorado",2021,9,NA,0.586303,NA,NA,NA,NA,NA,NA,207,83,35306,2021-02-28
"4077","States","Connecticut",2021,9,NA,0.472971,NA,NA,NA,NA,NA,NA,170,71,35943,2021-02-28
"4078","States","Delaware",2021,9,NA,0.399516,NA,NA,NA,NA,NA,NA,33,16,8260,2021-02-28
"4079","States","District of Columbia",2021,9,NA,1.97054,NA,NA,NA,NA,NA,NA,103,4,5227,2021-02-28
"4080","States","Florida",2021,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-28
"4081","States","Georgia",2021,9,NA,1.51499,NA,NA,NA,NA,NA,NA,971,91,64093,2021-02-28
"4082","States","Hawaii",2021,9,NA,0.947568,NA,NA,NA,NA,NA,NA,15,17,1583,2021-02-28
"4083","States","Idaho",2021,9,NA,0.620873,NA,NA,NA,NA,NA,NA,63,35,10147,2021-02-28
"4084","States","Illinois",2021,9,NA,0.438702,NA,NA,NA,NA,NA,NA,293,190,66788,2021-02-28
"4085","States","Indiana",2021,9,NA,0.663823,NA,NA,NA,NA,NA,NA,305,109,45946,2021-02-28
"4086","States","Iowa",2021,9,NA,0.411353,NA,NA,NA,NA,NA,NA,20,14,4862,2021-02-28
"4087","States","Kansas",2021,9,NA,0.549034,NA,NA,NA,NA,NA,NA,58,23,10564,2021-02-28
"4088","States","Kentucky",2021,9,NA,0.545812,NA,NA,NA,NA,NA,NA,150,81,27482,2021-02-28
"4089","States","Louisiana",2021,9,NA,0.536545,NA,NA,NA,NA,NA,NA,188,92,35039,2021-02-28
"4090","States","Maine",2021,9,NA,0.260088,NA,NA,NA,NA,NA,NA,33,52,12688,2021-02-28
"4091","States","Maryland",2021,9,NA,0.744495,NA,NA,NA,NA,NA,NA,282,70,37878,2021-02-28
"4092","States","Massachusetts",2021,9,NA,0.503864,NA,NA,NA,NA,NA,NA,283,94,56166,2021-02-28
"4093","States","Michigan",2021,9,NA,0.347185,NA,NA,NA,NA,NA,NA,64,64,18434,2021-02-28
"4094","States","Minnesota",2021,9,NA,0.349345,NA,NA,NA,NA,NA,NA,148,79,42365,2021-02-28
"4095","States","Mississippi",2021,9,NA,1.71422,NA,NA,NA,NA,NA,NA,155,23,9042,2021-02-28
"4096","States","Missouri",2021,9,NA,0.637781,NA,NA,NA,NA,NA,NA,155,49,24303,2021-02-28
"4097","States","Montana",2021,9,NA,0.421196,NA,NA,NA,NA,NA,NA,31,31,7360,2021-02-28
"4098","States","Nebraska",2021,9,NA,0.76693,NA,NA,NA,NA,NA,NA,100,74,13039,2021-02-28
"4099","States","Nevada",2021,9,NA,0.427416,NA,NA,NA,NA,NA,NA,28,24,6551,2021-02-28
"4100","States","New Hampshire",2021,9,NA,0.0721501,NA,NA,NA,NA,NA,NA,1,9,1386,2021-02-28
"4101","States","New Jersey",2021,9,NA,1.77561,NA,NA,NA,NA,NA,NA,408,32,22978,2021-02-28
"4102","States","New Mexico",2021,9,NA,0.853906,NA,NA,NA,NA,NA,NA,156,39,18269,2021-02-28
"4103","States","New York",2021,9,NA,0.912473,NA,NA,NA,NA,NA,NA,417,127,45700,2021-02-28
"4104","States","North Carolina",2021,9,NA,0.502757,NA,NA,NA,NA,NA,NA,382,136,75981,2021-02-28
"4105","States","North Dakota",2021,9,NA,0.853578,NA,NA,NA,NA,NA,NA,26,12,3046,2021-02-28
"4106","States","Ohio",2021,9,NA,0.79602,NA,NA,NA,NA,NA,NA,96,33,12060,2021-02-28
"4107","States","Oklahoma",2021,9,NA,0.750939,NA,NA,NA,NA,NA,NA,48,21,6392,2021-02-28
"4108","States","Oregon",2021,9,NA,0.539742,NA,NA,NA,NA,NA,NA,179,90,33164,2021-02-28
"4109","States","Pennsylvania",2021,9,NA,0.648134,NA,NA,NA,NA,NA,NA,346,102,53384,2021-02-28
"4110","States","Rhode Island",2021,9,NA,0.29034,NA,NA,NA,NA,NA,NA,33,30,11366,2021-02-28
"4111","States","South Carolina",2021,9,NA,0.862852,NA,NA,NA,NA,NA,NA,114,23,13212,2021-02-28
"4112","States","South Dakota",2021,9,NA,0.338429,NA,NA,NA,NA,NA,NA,29,32,8569,2021-02-28
"4113","States","Tennessee",2021,9,NA,0.828362,NA,NA,NA,NA,NA,NA,268,110,32353,2021-02-28
"4114","States","Texas",2021,9,NA,0.840607,NA,NA,NA,NA,NA,NA,391,78,46514,2021-02-28
"4115","States","Utah",2021,9,NA,0.831236,NA,NA,NA,NA,NA,NA,142,50,17083,2021-02-28
"4116","States","Vermont",2021,9,NA,0.522552,NA,NA,NA,NA,NA,NA,19,13,3636,2021-02-28
"4117","States","Virginia",2021,9,NA,0.808022,NA,NA,NA,NA,NA,NA,689,164,85270,2021-02-28
"4118","States","Washington",2021,9,NA,0.501177,NA,NA,NA,NA,NA,NA,83,38,16561,2021-02-28
"4119","States","West Virginia",2021,9,NA,0.624329,NA,NA,NA,NA,NA,NA,64,38,10251,2021-02-28
"4120","States","Wisconsin",2021,9,NA,0.411645,NA,NA,NA,NA,NA,NA,69,36,16762,2021-02-28
"4121","States","Wyoming",2021,9,NA,0.549806,NA,NA,NA,NA,NA,NA,17,13,3092,2021-02-28
"4122","States","Commonwealth of the Northern Mariana Islands",2021,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-28
"4123","States","Puerto Rico",2021,9,NA,3.87097,NA,NA,NA,NA,NA,NA,66,7,1705,2021-02-28
"4124","States","Virgin Islands",2021,9,NA,0.581395,NA,NA,NA,NA,NA,NA,5,3,860,2021-02-28
"4125","States","New York City",2021,9,NA,0.910523,NA,NA,NA,NA,NA,NA,636,31,69850,2021-02-28
"4126","States","Alabama",2021,10,NA,0.991837,NA,NA,NA,NA,NA,NA,373,93,37607,2021-03-07
"4127","States","Alaska",2021,10,NA,0.464784,NA,NA,NA,NA,NA,NA,13,12,2797,2021-03-07
"4128","States","Arizona",2021,10,NA,0.544647,NA,NA,NA,NA,NA,NA,76,32,13954,2021-03-07
"4129","States","Arkansas",2021,10,NA,0.707057,NA,NA,NA,NA,NA,NA,102,55,14426,2021-03-07
"4130","States","California",2021,10,NA,0.758857,NA,NA,NA,NA,NA,NA,471,117,62067,2021-03-07
"4131","States","Colorado",2021,10,NA,0.780955,NA,NA,NA,NA,NA,NA,269,82,34445,2021-03-07
"4132","States","Connecticut",2021,10,NA,0.725599,NA,NA,NA,NA,NA,NA,279,74,38451,2021-03-07
"4133","States","Delaware",2021,10,NA,0.311526,NA,NA,NA,NA,NA,NA,33,19,10593,2021-03-07
"4134","States","District of Columbia",2021,10,NA,2.26,NA,NA,NA,NA,NA,NA,117,4,5177,2021-03-07
"4135","States","Florida",2021,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-07
"4136","States","Georgia",2021,10,NA,1.63281,NA,NA,NA,NA,NA,NA,1082,93,66266,2021-03-07
"4137","States","Hawaii",2021,10,NA,0.104987,NA,NA,NA,NA,NA,NA,2,16,1905,2021-03-07
"4138","States","Idaho",2021,10,NA,0.674044,NA,NA,NA,NA,NA,NA,67,34,9940,2021-03-07
"4139","States","Illinois",2021,10,NA,0.450006,NA,NA,NA,NA,NA,NA,310,190,68888,2021-03-07
"4140","States","Indiana",2021,10,NA,0.631804,NA,NA,NA,NA,NA,NA,296,110,46850,2021-03-07
"4141","States","Iowa",2021,10,NA,0.484414,NA,NA,NA,NA,NA,NA,23,14,4748,2021-03-07
"4142","States","Kansas",2021,10,NA,0.503437,NA,NA,NA,NA,NA,NA,52,23,10329,2021-03-07
"4143","States","Kentucky",2021,10,NA,0.768763,NA,NA,NA,NA,NA,NA,215,81,27967,2021-03-07
"4144","States","Louisiana",2021,10,NA,0.592593,NA,NA,NA,NA,NA,NA,216,91,36450,2021-03-07
"4145","States","Maine",2021,10,NA,0.324804,NA,NA,NA,NA,NA,NA,41,52,12623,2021-03-07
"4146","States","Maryland",2021,10,NA,0.676309,NA,NA,NA,NA,NA,NA,274,69,40514,2021-03-07
"4147","States","Massachusetts",2021,10,NA,0.546581,NA,NA,NA,NA,NA,NA,314,90,57448,2021-03-07
"4148","States","Michigan",2021,10,NA,0.254914,NA,NA,NA,NA,NA,NA,45,66,17653,2021-03-07
"4149","States","Minnesota",2021,10,NA,0.26828,NA,NA,NA,NA,NA,NA,102,78,38020,2021-03-07
"4150","States","Mississippi",2021,10,NA,1.54578,NA,NA,NA,NA,NA,NA,156,22,10092,2021-03-07
"4151","States","Missouri",2021,10,NA,0.676159,NA,NA,NA,NA,NA,NA,170,49,25142,2021-03-07
"4152","States","Montana",2021,10,NA,0.269992,NA,NA,NA,NA,NA,NA,21,31,7778,2021-03-07
"4153","States","Nebraska",2021,10,NA,0.688953,NA,NA,NA,NA,NA,NA,88,74,12773,2021-03-07
"4154","States","Nevada",2021,10,NA,0.839989,NA,NA,NA,NA,NA,NA,61,26,7262,2021-03-07
"4155","States","New Hampshire",2021,10,NA,0.13947,NA,NA,NA,NA,NA,NA,2,9,1434,2021-03-07
"4156","States","New Jersey",2021,10,NA,2.146,NA,NA,NA,NA,NA,NA,503,32,23439,2021-03-07
"4157","States","New Mexico",2021,10,NA,1.13213,NA,NA,NA,NA,NA,NA,219,42,19344,2021-03-07
"4158","States","New York",2021,10,NA,0.972795,NA,NA,NA,NA,NA,NA,462,126,47492,2021-03-07
"4159","States","North Carolina",2021,10,NA,0.572041,NA,NA,NA,NA,NA,NA,438,137,76568,2021-03-07
"4160","States","North Dakota",2021,10,NA,1.33556,NA,NA,NA,NA,NA,NA,40,11,2995,2021-03-07
"4161","States","Ohio",2021,10,NA,0.822419,NA,NA,NA,NA,NA,NA,108,36,13132,2021-03-07
"4162","States","Oklahoma",2021,10,NA,0.837301,NA,NA,NA,NA,NA,NA,51,21,6091,2021-03-07
"4163","States","Oregon",2021,10,NA,0.570793,NA,NA,NA,NA,NA,NA,190,90,33287,2021-03-07
"4164","States","Pennsylvania",2021,10,NA,0.642576,NA,NA,NA,NA,NA,NA,348,101,54157,2021-03-07
"4165","States","Rhode Island",2021,10,NA,0.349744,NA,NA,NA,NA,NA,NA,39,30,11151,2021-03-07
"4166","States","South Carolina",2021,10,NA,0.978365,NA,NA,NA,NA,NA,NA,123,24,12572,2021-03-07
"4167","States","South Dakota",2021,10,NA,0.410529,NA,NA,NA,NA,NA,NA,34,32,8282,2021-03-07
"4168","States","Tennessee",2021,10,NA,0.837285,NA,NA,NA,NA,NA,NA,279,108,33322,2021-03-07
"4169","States","Texas",2021,10,NA,0.957728,NA,NA,NA,NA,NA,NA,348,60,36336,2021-03-07
"4170","States","Utah",2021,10,NA,0.972254,NA,NA,NA,NA,NA,NA,171,50,17588,2021-03-07
"4171","States","Vermont",2021,10,NA,0.600209,NA,NA,NA,NA,NA,NA,23,13,3832,2021-03-07
"4172","States","Virginia",2021,10,NA,0.856221,NA,NA,NA,NA,NA,NA,746,164,87127,2021-03-07
"4173","States","Washington",2021,10,NA,0.408719,NA,NA,NA,NA,NA,NA,69,45,16882,2021-03-07
"4174","States","West Virginia",2021,10,NA,0.535957,NA,NA,NA,NA,NA,NA,67,41,12501,2021-03-07
"4175","States","Wisconsin",2021,10,NA,0.520187,NA,NA,NA,NA,NA,NA,88,36,16917,2021-03-07
"4176","States","Wyoming",2021,10,NA,0.507786,NA,NA,NA,NA,NA,NA,15,12,2954,2021-03-07
"4177","States","Commonwealth of the Northern Mariana Islands",2021,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-07
"4178","States","Puerto Rico",2021,10,NA,4.88636,NA,NA,NA,NA,NA,NA,86,6,1760,2021-03-07
"4179","States","Virgin Islands",2021,10,NA,0.4329,NA,NA,NA,NA,NA,NA,4,3,924,2021-03-07
"4180","States","New York City",2021,10,NA,1.08476,NA,NA,NA,NA,NA,NA,782,32,72090,2021-03-07
"4181","States","Alabama",2021,11,NA,0.977696,NA,NA,NA,NA,NA,NA,352,94,36003,2021-03-14
"4182","States","Alaska",2021,11,NA,0.524617,NA,NA,NA,NA,NA,NA,13,12,2478,2021-03-14
"4183","States","Arizona",2021,11,NA,0.644614,NA,NA,NA,NA,NA,NA,76,31,11790,2021-03-14
"4184","States","Arkansas",2021,11,NA,0.834393,NA,NA,NA,NA,NA,NA,105,54,12584,2021-03-14
"4185","States","California",2021,11,NA,0.745306,NA,NA,NA,NA,NA,NA,468,117,62793,2021-03-14
"4186","States","Colorado",2021,11,NA,0.618067,NA,NA,NA,NA,NA,NA,190,82,30741,2021-03-14
"4187","States","Connecticut",2021,11,NA,0.619457,NA,NA,NA,NA,NA,NA,234,71,37775,2021-03-14
"4188","States","Delaware",2021,11,NA,0.243265,NA,NA,NA,NA,NA,NA,27,19,11099,2021-03-14
"4189","States","District of Columbia",2021,11,NA,2.4033,NA,NA,NA,NA,NA,NA,128,4,5326,2021-03-14
"4190","States","Florida",2021,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-14
"4191","States","Georgia",2021,11,NA,1.63212,NA,NA,NA,NA,NA,NA,1063,95,65130,2021-03-14
"4192","States","Hawaii",2021,11,NA,0.339312,NA,NA,NA,NA,NA,NA,7,16,2063,2021-03-14
"4193","States","Idaho",2021,11,NA,0.609167,NA,NA,NA,NA,NA,NA,63,35,10342,2021-03-14
"4194","States","Illinois",2021,11,NA,0.477721,NA,NA,NA,NA,NA,NA,321,186,67194,2021-03-14
"4195","States","Indiana",2021,11,NA,0.812685,NA,NA,NA,NA,NA,NA,389,111,47866,2021-03-14
"4196","States","Iowa",2021,11,NA,0.306321,NA,NA,NA,NA,NA,NA,11,14,3591,2021-03-14
"4197","States","Kansas",2021,11,NA,0.568182,NA,NA,NA,NA,NA,NA,57,23,10032,2021-03-14
"4198","States","Kentucky",2021,11,NA,0.831298,NA,NA,NA,NA,NA,NA,245,80,29472,2021-03-14
"4199","States","Louisiana",2021,11,NA,0.608235,NA,NA,NA,NA,NA,NA,217,91,35677,2021-03-14
"4200","States","Maine",2021,11,NA,0.256143,NA,NA,NA,NA,NA,NA,32,52,12493,2021-03-14
"4201","States","Maryland",2021,11,NA,0.875558,NA,NA,NA,NA,NA,NA,357,69,40774,2021-03-14
"4202","States","Massachusetts",2021,11,NA,0.532256,NA,NA,NA,NA,NA,NA,307,94,57679,2021-03-14
"4203","States","Michigan",2021,11,NA,0.219735,NA,NA,NA,NA,NA,NA,43,65,19569,2021-03-14
"4204","States","Minnesota",2021,11,NA,0.427115,NA,NA,NA,NA,NA,NA,155,77,36290,2021-03-14
"4205","States","Mississippi",2021,11,NA,1.50879,NA,NA,NA,NA,NA,NA,133,19,8815,2021-03-14
"4206","States","Missouri",2021,11,NA,0.683894,NA,NA,NA,NA,NA,NA,167,49,24419,2021-03-14
"4207","States","Montana",2021,11,NA,0.494917,NA,NA,NA,NA,NA,NA,37,31,7476,2021-03-14
"4208","States","Nebraska",2021,11,NA,0.755931,NA,NA,NA,NA,NA,NA,94,73,12435,2021-03-14
"4209","States","Nevada",2021,11,NA,0.869943,NA,NA,NA,NA,NA,NA,60,24,6897,2021-03-14
"4210","States","New Hampshire",2021,11,NA,0.204918,NA,NA,NA,NA,NA,NA,3,9,1464,2021-03-14
"4211","States","New Jersey",2021,11,NA,2.27302,NA,NA,NA,NA,NA,NA,532,31,23405,2021-03-14
"4212","States","New Mexico",2021,11,NA,1.27307,NA,NA,NA,NA,NA,NA,198,41,15553,2021-03-14
"4213","States","New York",2021,11,NA,1.08844,NA,NA,NA,NA,NA,NA,518,127,47591,2021-03-14
"4214","States","North Carolina",2021,11,NA,0.537864,NA,NA,NA,NA,NA,NA,415,137,77157,2021-03-14
"4215","States","North Dakota",2021,11,NA,1.17484,NA,NA,NA,NA,NA,NA,34,11,2894,2021-03-14
"4216","States","Ohio",2021,11,NA,0.870272,NA,NA,NA,NA,NA,NA,107,31,12295,2021-03-14
"4217","States","Oklahoma",2021,11,NA,0.66095,NA,NA,NA,NA,NA,NA,37,20,5598,2021-03-14
"4218","States","Oregon",2021,11,NA,0.509693,NA,NA,NA,NA,NA,NA,168,90,32961,2021-03-14
"4219","States","Pennsylvania",2021,11,NA,0.617759,NA,NA,NA,NA,NA,NA,337,102,54552,2021-03-14
"4220","States","Rhode Island",2021,11,NA,0.403744,NA,NA,NA,NA,NA,NA,44,29,10898,2021-03-14
"4221","States","South Carolina",2021,11,NA,0.846009,NA,NA,NA,NA,NA,NA,99,25,11702,2021-03-14
"4222","States","South Dakota",2021,11,NA,0.435228,NA,NA,NA,NA,NA,NA,34,31,7812,2021-03-14
"4223","States","Tennessee",2021,11,NA,0.870515,NA,NA,NA,NA,NA,NA,279,55,32050,2021-03-14
"4224","States","Texas",2021,11,NA,1.01826,NA,NA,NA,NA,NA,NA,459,73,45077,2021-03-14
"4225","States","Utah",2021,11,NA,0.819909,NA,NA,NA,NA,NA,NA,142,50,17319,2021-03-14
"4226","States","Vermont",2021,11,NA,0.354052,NA,NA,NA,NA,NA,NA,9,12,2542,2021-03-14
"4227","States","Virginia",2021,11,NA,0.874178,NA,NA,NA,NA,NA,NA,768,164,87854,2021-03-14
"4228","States","Washington",2021,11,NA,0.561026,NA,NA,NA,NA,NA,NA,98,45,17468,2021-03-14
"4229","States","West Virginia",2021,11,NA,0.442618,NA,NA,NA,NA,NA,NA,56,40,12652,2021-03-14
"4230","States","Wisconsin",2021,11,NA,0.497277,NA,NA,NA,NA,NA,NA,84,36,16892,2021-03-14
"4231","States","Wyoming",2021,11,NA,0.570559,NA,NA,NA,NA,NA,NA,15,13,2629,2021-03-14
"4232","States","Commonwealth of the Northern Mariana Islands",2021,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-14
"4233","States","Puerto Rico",2021,11,NA,4.6875,NA,NA,NA,NA,NA,NA,90,7,1920,2021-03-14
"4234","States","Virgin Islands",2021,11,NA,0.650054,NA,NA,NA,NA,NA,NA,6,3,923,2021-03-14
"4235","States","New York City",2021,11,NA,1.21854,NA,NA,NA,NA,NA,NA,875,31,71807,2021-03-14
"4236","States","Alabama",2021,12,NA,1.01133,NA,NA,NA,NA,NA,NA,382,93,37772,2021-03-21
"4237","States","Alaska",2021,12,NA,0.455581,NA,NA,NA,NA,NA,NA,14,12,3073,2021-03-21
"4238","States","Arizona",2021,12,NA,0.82653,NA,NA,NA,NA,NA,NA,82,22,9921,2021-03-21
"4239","States","Arkansas",2021,12,NA,0.661586,NA,NA,NA,NA,NA,NA,79,54,11941,2021-03-21
"4240","States","California",2021,12,NA,0.814146,NA,NA,NA,NA,NA,NA,506,118,62151,2021-03-21
"4241","States","Colorado",2021,12,NA,0.608923,NA,NA,NA,NA,NA,NA,205,82,33666,2021-03-21
"4242","States","Connecticut",2021,12,NA,0.644659,NA,NA,NA,NA,NA,NA,240,71,37229,2021-03-21
"4243","States","Delaware",2021,12,NA,0.275618,NA,NA,NA,NA,NA,NA,28,16,10159,2021-03-21
"4244","States","District of Columbia",2021,12,NA,1.91825,NA,NA,NA,NA,NA,NA,107,4,5578,2021-03-21
"4245","States","Florida",2021,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-21
"4246","States","Georgia",2021,12,NA,1.45254,NA,NA,NA,NA,NA,NA,979,92,67399,2021-03-21
"4247","States","Hawaii",2021,12,NA,0.941176,NA,NA,NA,NA,NA,NA,16,15,1700,2021-03-21
"4248","States","Idaho",2021,12,NA,0.677089,NA,NA,NA,NA,NA,NA,68,34,10043,2021-03-21
"4249","States","Illinois",2021,12,NA,0.573654,NA,NA,NA,NA,NA,NA,411,190,71646,2021-03-21
"4250","States","Indiana",2021,12,NA,0.814197,NA,NA,NA,NA,NA,NA,401,108,49251,2021-03-21
"4251","States","Iowa",2021,12,NA,0.427735,NA,NA,NA,NA,NA,NA,19,12,4442,2021-03-21
"4252","States","Kansas",2021,12,NA,0.590195,NA,NA,NA,NA,NA,NA,62,22,10505,2021-03-21
"4253","States","Kentucky",2021,12,NA,0.810734,NA,NA,NA,NA,NA,NA,229,78,28246,2021-03-21
"4254","States","Louisiana",2021,12,NA,0.702627,NA,NA,NA,NA,NA,NA,260,91,37004,2021-03-21
"4255","States","Maine",2021,12,NA,0.314243,NA,NA,NA,NA,NA,NA,40,50,12729,2021-03-21
"4256","States","Maryland",2021,12,NA,0.925435,NA,NA,NA,NA,NA,NA,384,70,41494,2021-03-21
"4257","States","Massachusetts",2021,12,NA,0.540346,NA,NA,NA,NA,NA,NA,330,94,61072,2021-03-21
"4258","States","Michigan",2021,12,NA,0.318302,NA,NA,NA,NA,NA,NA,60,66,18850,2021-03-21
"4259","States","Minnesota",2021,12,NA,0.337838,NA,NA,NA,NA,NA,NA,139,77,41144,2021-03-21
"4260","States","Mississippi",2021,12,NA,1.51365,NA,NA,NA,NA,NA,NA,153,26,10108,2021-03-21
"4261","States","Missouri",2021,12,NA,0.737661,NA,NA,NA,NA,NA,NA,181,49,24537,2021-03-21
"4262","States","Montana",2021,12,NA,0.551524,NA,NA,NA,NA,NA,NA,38,30,6890,2021-03-21
"4263","States","Nebraska",2021,12,NA,0.821385,NA,NA,NA,NA,NA,NA,114,73,13879,2021-03-21
"4264","States","Nevada",2021,12,NA,0.853106,NA,NA,NA,NA,NA,NA,64,25,7502,2021-03-21
"4265","States","New Hampshire",2021,12,NA,0.0708717,NA,NA,NA,NA,NA,NA,1,9,1411,2021-03-21
"4266","States","New Jersey",2021,12,NA,2.31988,NA,NA,NA,NA,NA,NA,577,32,24872,2021-03-21
"4267","States","New Mexico",2021,12,NA,1.03164,NA,NA,NA,NA,NA,NA,179,37,17351,2021-03-21
"4268","States","New York",2021,12,NA,1.01204,NA,NA,NA,NA,NA,NA,490,127,48417,2021-03-21
"4269","States","North Carolina",2021,12,NA,0.442069,NA,NA,NA,NA,NA,NA,364,136,82340,2021-03-21
"4270","States","North Dakota",2021,12,NA,0.934881,NA,NA,NA,NA,NA,NA,29,11,3102,2021-03-21
"4271","States","Ohio",2021,12,NA,0.92511,NA,NA,NA,NA,NA,NA,105,31,11350,2021-03-21
"4272","States","Oklahoma",2021,12,NA,0.916861,NA,NA,NA,NA,NA,NA,59,22,6435,2021-03-21
"4273","States","Oregon",2021,12,NA,0.586617,NA,NA,NA,NA,NA,NA,194,89,33071,2021-03-21
"4274","States","Pennsylvania",2021,12,NA,0.705017,NA,NA,NA,NA,NA,NA,414,102,58722,2021-03-21
"4275","States","Rhode Island",2021,12,NA,0.354102,NA,NA,NA,NA,NA,NA,42,28,11861,2021-03-21
"4276","States","South Carolina",2021,12,NA,0.908334,NA,NA,NA,NA,NA,NA,131,25,14422,2021-03-21
"4277","States","South Dakota",2021,12,NA,0.48014,NA,NA,NA,NA,NA,NA,44,32,9164,2021-03-21
"4278","States","Tennessee",2021,12,NA,1.00402,NA,NA,NA,NA,NA,NA,332,56,33067,2021-03-21
"4279","States","Texas",2021,12,NA,1.03076,NA,NA,NA,NA,NA,NA,433,73,42008,2021-03-21
"4280","States","Utah",2021,12,NA,0.728155,NA,NA,NA,NA,NA,NA,117,50,16068,2021-03-21
"4281","States","Vermont",2021,12,NA,0.453212,NA,NA,NA,NA,NA,NA,17,13,3751,2021-03-21
"4282","States","Virginia",2021,12,NA,0.954292,NA,NA,NA,NA,NA,NA,856,164,89700,2021-03-21
"4283","States","Washington",2021,12,NA,0.599955,NA,NA,NA,NA,NA,NA,106,45,17668,2021-03-21
"4284","States","West Virginia",2021,12,NA,0.828685,NA,NA,NA,NA,NA,NA,104,39,12550,2021-03-21
"4285","States","Wisconsin",2021,12,NA,0.592547,NA,NA,NA,NA,NA,NA,97,30,16370,2021-03-21
"4286","States","Wyoming",2021,12,NA,0.492449,NA,NA,NA,NA,NA,NA,15,13,3046,2021-03-21
"4287","States","Commonwealth of the Northern Mariana Islands",2021,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-21
"4288","States","Puerto Rico",2021,12,NA,5.22162,NA,NA,NA,NA,NA,NA,86,6,1647,2021-03-21
"4289","States","Virgin Islands",2021,12,NA,0.172712,NA,NA,NA,NA,NA,NA,2,3,1158,2021-03-21
"4290","States","New York City",2021,12,NA,1.10798,NA,NA,NA,NA,NA,NA,827,29,74640,2021-03-21
"4291","States","Alabama",2021,13,NA,0.86463,NA,NA,NA,NA,NA,NA,326,93,37704,2021-03-28
"4292","States","Alaska",2021,13,NA,0.505561,NA,NA,NA,NA,NA,NA,15,12,2967,2021-03-28
"4293","States","Arizona",2021,13,NA,1.33201,NA,NA,NA,NA,NA,NA,107,20,8033,2021-03-28
"4294","States","Arkansas",2021,13,NA,0.787638,NA,NA,NA,NA,NA,NA,105,53,13331,2021-03-28
"4295","States","California",2021,13,NA,0.778543,NA,NA,NA,NA,NA,NA,492,118,63195,2021-03-28
"4296","States","Colorado",2021,13,NA,0.70916,NA,NA,NA,NA,NA,NA,252,85,35535,2021-03-28
"4297","States","Connecticut",2021,13,NA,0.574398,NA,NA,NA,NA,NA,NA,231,71,40216,2021-03-28
